realtime_start,realtime_end,date,value
2026-05-29,2026-05-29,1990-05-01,90.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1990-06-01,88.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1990-07-01,88.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1990-08-01,76.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1990-09-01,72.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,1990-10-01,63.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1990-11-01,66.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1990-12-01,65.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-01-01,66.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-02-01,70.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-03-01,87.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-04-01,81.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-05-01,78.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-06-01,82.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-07-01,82.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-08-01,82.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-09-01,83.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-10-01,78.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-11-01,69.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1991-12-01,68.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-01-01,67.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-02-01,68.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-03-01,76.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-04-01,77.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-05-01,79.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-06-01,80.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-07-01,76.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-08-01,76.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-09-01,75.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-10-01,73.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-11-01,85.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1992-12-01,91.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-01-01,89.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-02-01,86.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-03-01,85.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-04-01,85.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-05-01,80.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-06-01,81.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-07-01,77.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-08-01,77.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-09-01,77.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-10-01,82.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-11-01,81.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1993-12-01,88.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-01-01,94.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-02-01,93.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-03-01,91.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-04-01,92.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-05-01,92.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-06-01,91.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-07-01,89.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-08-01,91.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-09-01,91.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-10-01,92.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-11-01,91.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1994-12-01,95.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-01-01,97.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-02-01,95.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-03-01,90.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-04-01,92.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-05-01,89.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-06-01,92.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-07-01,94.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-08-01,96.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-09-01,88.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-10-01,90.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-11-01,88.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1995-12-01,91.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-01-01,89.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-02-01,88.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-03-01,93.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-04-01,92.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-05-01,89.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-06-01,92.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-07-01,94.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-08-01,95.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-09-01,94.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-10-01,96.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-11-01,99.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1996-12-01,96.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-01-01,97.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-02-01,99.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-03-01,100.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-04-01,101.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-05-01,103.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-06-01,104.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-07-01,107.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-08-01,104.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-09-01,106.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-10-01,105.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-11-01,107.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1997-12-01,102.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-01-01,106.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-02-01,110.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-03-01,106.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-04-01,108.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-05-01,106.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-06-01,105.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-07-01,105.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-08-01,104.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-09-01,100.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-10-01,97.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-11-01,102.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1998-12-01,100.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-01-01,103.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-02-01,108.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-03-01,105.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-04-01,104.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-05-01,106.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-06-01,107.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-07-01,106.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-08-01,104.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-09-01,107.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-10-01,103.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-11-01,107.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,1999-12-01,105.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-01-01,112.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-02-01,111.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-03-01,107.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-04-01,109.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-05-01,110.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-06-01,106.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-07-01,108.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-08-01,107.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-09-01,106.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-10-01,105.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-11-01,107.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2000-12-01,98.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-01-01,94.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-02-01,90.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-03-01,91.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-04-01,88.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-05-01,92.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-06-01,92.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-07-01,92.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-08-01,91.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-09-01,81.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-10-01,82.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-11-01,83.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2001-12-01,88.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-01-01,93.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-02-01,90.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-03-01,95.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-04-01,93.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-05-01,96.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-06-01,92.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-07-01,88.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-08-01,87.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-09-01,86.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-10-01,80.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-11-01,84.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2002-12-01,86.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-01-01,82.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-02-01,79.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-03-01,77.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-04-01,86.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-05-01,92.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-06-01,89.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-07-01,90.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-08-01,89.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-09-01,87.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-10-01,89.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-11-01,93.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2003-12-01,92.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-01-01,103.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-02-01,94.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-03-01,95.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-04-01,94.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-05-01,90.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-06-01,95.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-07-01,96.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-08-01,95.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-09-01,94.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-10-01,91.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-11-01,92.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2004-12-01,97.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-01-01,95.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-02-01,94.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-03-01,92.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-04-01,87.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-05-01,86.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-06-01,96.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-07-01,96.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-08-01,89.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-09-01,76.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-10-01,74.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-11-01,81.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2005-12-01,91.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-01-01,91.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-02-01,86.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-03-01,88.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-04-01,87.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-05-01,79.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-06-01,84.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-07-01,84.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-08-01,82.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-09-01,85.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-10-01,93.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-11-01,92.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2006-12-01,91.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-01-01,96.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-02-01,91.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-03-01,88.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-04-01,87.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-05-01,88.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-06-01,85.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-07-01,90.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-08-01,83.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-09-01,83.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-10-01,80.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-11-01,76.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2007-12-01,75.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-01-01,78.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-02-01,70.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-03-01,69.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-04-01,62.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-05-01,59.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-06-01,56.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-07-01,61.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-08-01,63.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-09-01,70.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-10-01,57.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-11-01,55.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2008-12-01,60.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-01-01,61.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-02-01,56.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-03-01,57.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-04-01,65.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-05-01,68.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-06-01,70.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-07-01,66.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-08-01,65.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-09-01,73.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-10-01,70.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-11-01,67.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2009-12-01,72.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-01-01,74.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-02-01,73.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-03-01,73.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-04-01,72.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-05-01,73.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-06-01,76.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-07-01,67.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-08-01,68.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-09-01,68.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-10-01,67.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-11-01,71.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2010-12-01,74.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-01-01,74.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-02-01,77.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-03-01,67.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-04-01,69.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-05-01,74.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-06-01,71.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-07-01,63.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-08-01,55.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-09-01,59.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-10-01,60.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-11-01,63.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2011-12-01,69.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-01-01,75.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-02-01,75.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-03-01,76.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-04-01,76.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-05-01,79.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-06-01,73.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-07-01,72.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-08-01,74.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-09-01,78.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-10-01,82.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-11-01,82.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2012-12-01,72.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-01-01,73.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-02-01,77.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-03-01,78.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-04-01,76.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-05-01,84.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-06-01,84.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-07-01,85.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-08-01,82.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-09-01,77.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-10-01,73.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-11-01,75.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2013-12-01,82.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-01-01,81.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-02-01,81.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-03-01,80.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-04-01,84.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-05-01,81.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-06-01,82.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-07-01,81.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-08-01,82.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-09-01,84.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-10-01,86.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-11-01,88.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2014-12-01,93.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-01-01,98.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-02-01,95.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-03-01,93.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-04-01,95.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-05-01,90.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-06-01,96.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-07-01,93.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-08-01,91.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-09-01,87.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-10-01,90.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-11-01,91.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2015-12-01,92.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-01-01,92.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-02-01,91.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-03-01,91.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-04-01,89.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-05-01,94.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-06-01,93.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-07-01,90.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-08-01,89.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-09-01,91.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-10-01,87.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-11-01,93.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2016-12-01,98.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-01-01,98.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-02-01,96.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-03-01,96.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-04-01,97.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-05-01,97.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-06-01,95.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-07-01,93.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-08-01,96.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-09-01,95.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-10-01,100.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-11-01,98.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2017-12-01,95.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-01-01,95.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-02-01,99.7000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-03-01,101.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-04-01,98.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-05-01,98.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-06-01,98.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-07-01,97.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-08-01,96.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-09-01,100.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-10-01,98.6000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-11-01,97.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2018-12-01,98.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-01-01,91.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-02-01,93.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-03-01,98.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-04-01,97.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-05-01,100.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-06-01,98.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-07-01,98.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-08-01,89.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-09-01,93.2000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-10-01,95.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-11-01,96.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2019-12-01,99.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-01-01,99.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-02-01,101.0000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-03-01,89.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-04-01,71.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-05-01,72.3000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-06-01,78.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-07-01,72.5000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-08-01,74.1000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-09-01,80.4000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-10-01,81.8000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-11-01,76.9000000000000000000000000000000000000000
2026-05-29,2026-05-29,2020-12-01,80.7000000000000000000000000000000000000000
